IMEI_message_id,datetime,latitude,longitude,CEPradius
300434063477030,2019-06-20 12:01:15,47.65370,-122.19740,2
300434063477030,2019-06-20 12:01:26,47.66202,-122.27090,3
300434063477030,2019-06-20 18:03:59,47.68626,-122.27090,4
300434063477030,2019-06-20 18:04:07,47.66202,-122.27090,4
300434063477030,2019-07-01 04:21:55,47.70046,-122.22582,2
300434063477030,2019-07-01 04:22:02,47.70046,-122.22582,2
300434063477030,2019-07-01 04:22:23,47.70046,-122.22582,2
300434063477030,2019-07-01 04:44:12,47.70046,-122.22582,3
300434063477030,2019-07-01 04:44:22,47.70046,-122.22582,3
300434063477030,2019-07-01 04:44:31,47.68626,-122.27090,3
300434063477030,2019-07-01 04:44:41,47.68626,-122.27090,3
300434063477030,2019-07-01 04:44:53,47.68626,-122.27090,3
300434063477030,2019-07-01 05:49:01,47.70046,-122.22582,4
300434063477030,2019-07-01 05:50:19,47.68626,-122.27090,4
300434063477030,2019-07-01 05:50:28,47.70046,-122.22582,5
300434063477030,2019-07-01 06:15:51,47.70046,-122.22582,4
300434063477030,2019-07-01 06:16:02,47.70046,-122.22582,3
300434063477030,2019-07-01 06:18:29,47.70046,-122.22582,6
300434063477030,2019-07-01 06:18:41,47.70876,-122.29938,6
300434063477030,2019-07-01 06:18:57,47.70876,-122.29938,7
300434063477030,2019-07-01 07:43:02,47.70876,-122.29938,7
300434063477030,2019-07-01 07:43:21,47.67204,-122.31594,6
300434063477030,2019-07-01 07:43:32,47.69453,-122.34444,5
300434063477030,2019-07-01 07:43:45,47.68626,-122.27090,5
300434063477030,2019-07-01 07:43:57,47.69453,-122.34444,4
300434063477030,2019-07-01 08:10:33,47.70046,-122.22582,8
300434063477030,2019-07-01 08:11:43,47.70046,-122.22582,5
300434063477030,2019-07-01 08:13:13,47.69211,-122.15230,4
300434063477030,2019-07-01 08:54:53,47.68626,-122.27090,3
300434063477030,2019-07-01 08:55:03,47.68626,-122.27090,3
300434063477030,2019-07-01 08:55:15,47.68626,-122.27090,3
300434063477030,2019-07-01 08:55:28,47.68626,-122.27090,3
300434063477030,2019-07-01 08:55:38,47.68626,-122.27090,3
300434063477030,2019-07-01 09:37:59,47.68626,-122.27090,4
300434063477030,2019-07-01 09:38:58,47.70046,-122.22582,2
300434063477030,2019-07-01 09:39:09,47.68626,-122.27090,2
300434063477030,2019-07-01 09:39:42,47.70046,-122.22582,2
300434063477030,2019-07-01 09:40:01,47.70046,-122.22582,2
300434063477030,2019-07-01 09:40:13,47.70046,-122.22582,2
300434063477030,2019-07-01 09:40:34,47.68626,-122.27090,2
300434063477030,2019-07-01 10:23:18,47.70046,-122.22582,6
300434063477030,2019-07-01 10:23:28,47.70046,-122.22582,6
300434063477030,2019-07-01 10:26:31,47.70046,-122.22582,3
300434063477030,2019-07-01 15:32:38,47.68626,-122.27090,2
300434063477030,2019-07-01 15:32:49,47.68626,-122.27090,2
300434063477030,2019-07-01 15:33:10,47.68626,-122.27090,2
300434063477030,2019-07-01 16:18:53,47.68626,-122.27090,8
300434063477030,2019-07-01 17:45:00,47.68626,-122.27090,2
300434063477030,2019-07-01 17:46:09,47.70046,-122.22582,2
300434063477030,2019-07-17 03:18:41,47.70046,-122.22582,4
300434063477030,2019-07-17 03:19:17,47.70046,-122.22582,3
300434063477030,2019-07-17 03:19:32,47.70046,-122.22582,3
300434063477030,2019-07-17 03:19:44,47.70046,-122.22582,3
300434063477030,2019-07-17 03:20:09,47.70046,-122.22582,3
300434063477030,2019-07-17 03:20:24,47.70046,-122.22582,2
300434063477030,2019-07-17 03:20:34,47.70046,-122.22582,2
300434063477030,2019-07-17 03:21:36,47.68626,-122.27090,2
300434063477030,2019-07-17 09:00:47,47.70046,-122.22582,8
300434063477030,2019-07-17 09:00:57,47.68626,-122.27090,9
300434063477030,2019-07-17 18:21:37,47.68626,-122.27090,6
300434063477030,2019-07-17 18:25:01,47.70046,-122.22582,5
