,time,pressure,ttp_temp,ttp_temp_ADC,sst_temp,sst_temp_ADC,temp_ref,par,fluor,tilt,datetime,id,dep_lat,dep_lon
0,0,3.1597900390625,5.046419447082258,21555,5.1297474349098025,21451,8533,0.0,0,7,2019-10-01 00:00:00,300434063861360,63.8448,167.7888
1,3600,3.1640625,5.0658474160956075,21534,5.149783283610475,21430,8533,0.0,0,6,2019-10-01 01:00:00,300434063861360,63.8448,167.7888
2,7200,3.1475830078125,5.07510555192863,21524,5.158377000547034,21421,8533,0.0,0,7,2019-10-01 02:00:00,300434063861360,63.8448,167.7888
3,10800,3.13934326171875,5.09178114168742,21506,5.174620930797914,21404,8533,0.0,0,6,2019-10-01 03:00:00,300434063861360,63.8448,167.7888
4,14400,3.13690185546875,5.134460618523406,21460,5.2196080780842635,21357,8533,0.0,0,8,2019-10-01 04:00:00,300434063861360,63.8448,167.7888
5,18000,3.12347412109375,5.04734415518692,21554,5.131654637314853,21449,8533,0.0,0,8,2019-10-01 05:00:00,300434063861360,63.8448,167.7888
6,21600,3.115234375,4.99654940235439,21609,5.078330258129029,21505,8533,0.0,0,5,2019-10-01 06:00:00,300434063861360,63.8448,167.7888
7,25200,3.11248779296875,4.940365802254746,21670,5.02137420199864,21565,8533,0.0,0,9,2019-10-01 07:00:00,300434063861360,63.8448,167.7888
8,28800,3.1134033203125,4.948645139529106,21661,5.029905965718513,21556,8533,0.0,0,8,2019-10-01 08:00:00,300434063861360,63.8448,167.7888
9,32400,3.12255859375,4.925655546760424,21686,5.005269832884835,21582,8533,0.0,0,7,2019-10-01 09:00:00,300434063861360,63.8448,167.7888
10,36000,3.1298828125,4.906364953042271,21707,4.985396361760763,21603,8533,0.0,0,6,2019-10-01 10:00:00,300434063861360,63.8448,167.7888
11,39600,3.13446044921875,4.911874628372232,21701,4.9910722249632045,21597,8533,0.0,0,7,2019-10-01 11:00:00,300434063861360,63.8448,167.7888
12,43200,3.13568115234375,4.925655546760424,21686,5.005269832884835,21582,8533,0.0,0,6,2019-10-01 12:00:00,300434063861360,63.8448,167.7888
13,46800,3.1365966796875,4.916467199210672,21696,4.996749904743581,21591,8533,0.0,0,6,2019-10-01 13:00:00,300434063861360,63.8448,167.7888
14,50400,3.13201904296875,4.897185576022935,21717,4.975940623635154,21613,8533,0.0,0,8,2019-10-01 14:00:00,300434063861360,63.8448,167.7888
15,54000,3.12652587890625,4.828475944205422,21792,4.906124408753044,21687,8533,0.0,0,7,2019-10-01 15:00:00,300434063861360,63.8448,167.7888
16,57600,3.11676025390625,4.780977249064506,21844,4.8572283158544,21739,8533,0.0,0,7,2019-10-01 16:00:00,300434063861360,63.8448,167.7888
17,61200,3.10760498046875,4.82573252637809,21795,4.901416996409978,21692,8533,0.0,0,7,2019-10-01 17:00:00,300434063861360,63.8448,167.7888
18,64800,3.09967041015625,4.778240423325258,21847,4.8553503878994775,21741,8533,0.0,0,8,2019-10-01 18:00:00,300434063861360,63.8448,167.7888
