IMEI_message_id,datetime,latitude,longitude,CEPradius
300434063479010,2020-07-01 20:24:59,47.67794,-122.19740,2
300434063479010,2020-07-01 20:25:10,47.70046,-122.22582,2
300434063479010,2020-07-01 20:25:19,47.70046,-122.22582,2
300434063479010,2020-07-01 20:25:28,47.68626,-122.27090,2
300434063479010,2020-07-01 20:26:24,47.70046,-122.22582,3
300434063479010,2020-07-01 20:26:34,47.70046,-122.22582,3
300434063479010,2020-07-01 20:26:41,47.70046,-122.22582,3
300434063479010,2020-07-01 20:49:35,47.68626,-122.27090,2
300434063479010,2020-07-01 20:53:32,47.70046,-122.22582,3
300434063479010,2020-07-01 21:02:39,47.70046,-122.22582,3
300434063479010,2020-07-01 21:07:03,47.70046,-122.22582,2
300434063479010,2020-07-02 03:01:26,47.68626,-122.27090,2
300434063479010,2020-07-02 03:01:35,47.68626,-122.27090,2
