IMEI_message_id,datetime,latitude,longitude,CEPradius
IMEI_message_id,datetime,latitude,longitude,CEPradius
IMEI_message_id,datetime,latitude,longitude,CEPradius
IMEI_message_id,datetime,latitude,longitude,CEPradius
300434063477030,2020-05-21 15:31:40,47.70046,-122.22582,4
300434063477030,2020-05-21 15:31:49,47.70046,-122.22582,4
300434063477030,2020-05-21 15:35:26,47.70046,-122.22582,4
300434063477030,2020-05-21 15:38:55,47.68626,-122.27090,8
300434063477030,2020-05-21 15:43:53,47.70046,-122.22582,3
300434063477030,2020-05-21 15:45:21,47.70046,-122.22582,5
300434063477030,2020-05-21 15:45:29,47.70876,-122.29938,6
300434063477030,2020-05-21 15:45:42,47.72299,-122.25427,6
300434063477030,2020-05-21 16:11:14,47.70046,-122.22582,3
300434063477030,2020-05-21 16:11:24,47.70046,-122.22582,3
300434063477030,2020-05-21 18:03:07,47.70046,-122.22582,3
300434063477030,2020-05-21 18:03:19,47.70046,-122.22582,2
300434063477030,2020-05-22 00:03:34,47.66202,-122.27090,5
300434063477030,2020-05-22 00:05:28,47.70046,-122.22582,2
