IMEI_message_id,datetime,latitude,longitude,CEPradius
300434063682460,2021-04-15 17:00:54,47.70046,-122.22582,4
300434063682460,2021-04-15 17:01:06,47.70046,-122.22582,4
300434063682460,2021-04-15 17:01:17,47.70046,-122.22582,4
300434063682460,2021-04-15 17:03:37,47.68626,-122.27090,7
300434063682460,2021-04-15 17:03:49,47.70046,-122.22582,8
300434063682460,2021-04-15 17:03:58,47.70046,-122.22582,9
300434063682460,2021-04-15 17:07:16,47.68626,-122.27090,9
300434063682460,2021-04-15 17:07:27,47.70046,-122.22582,8
300434063682460,2021-04-15 17:07:34,47.68626,-122.27090,7
300434063682460,2021-04-15 17:07:46,47.70046,-122.22582,7
300434063682460,2021-04-15 21:07:18,47.70876,-122.29938,9
300434063682460,2021-04-16 06:00:59,47.70046,-122.22582,2
300434063682460,2021-04-16 06:04:35,47.68626,-122.27090,4
300434063682460,2021-04-16 09:01:15,47.70046,-122.22582,4
300434063682460,2021-04-16 09:01:24,47.70046,-122.22582,4
300434063682460,2021-04-16 09:01:33,47.70046,-122.22582,4
300434063682460,2021-04-16 12:01:06,47.68626,-122.27090,2
300434063682460,2021-04-16 12:01:19,47.70046,-122.22582,2
300434063682460,2021-04-16 15:02:03,47.70046,-122.22582,3
300434063682460,2021-04-16 15:02:11,47.70046,-122.22582,3
300434063682460,2021-04-16 18:00:59,47.70046,-122.22582,4
300434063682460,2021-04-16 18:01:10,47.70046,-122.22582,4
