IMEI_message_id,datetime,latitude,longitude,CEPradius
IMEI_message_id,datetime,latitude,longitude,CEPradius
IMEI_message_id,datetime,latitude,longitude,CEPradius
IMEI_message_id,datetime,latitude,longitude,CEPradius
IMEI_message_id,datetime,latitude,longitude,CEPradius
300434063474010,2021-02-11 21:00:27,62.08980,-176.78194,2
300434063474010,2021-02-11 22:22:26,62.04307,-176.86260,4
300434063474010,2021-02-11 22:22:37,62.04307,-176.86260,4
300434063474010,2021-02-11 22:22:46,62.04307,-176.86260,3
300434063474010,2021-02-11 22:23:40,62.04307,-176.86260,3
300434063474010,2021-02-11 22:23:54,62.04307,-176.86260,3
300434063474010,2021-02-11 22:26:48,62.04478,-176.93897,7
300434063474010,2021-02-11 22:26:59,62.04478,-176.93897,8
300434063474010,2021-02-11 22:27:12,62.07475,-176.85840,9
300434063474010,2021-02-11 22:31:33,62.04307,-176.86260,3
300434063474010,2021-02-11 22:32:31,62.04478,-176.93897,2
300434063474010,2021-02-11 22:33:34,62.04131,-176.78623,2
300434063474010,2021-02-11 22:33:51,62.04131,-176.78623,2
300434063474010,2021-02-11 22:34:04,62.04307,-176.86260,2
300434063474010,2021-02-11 22:34:20,62.04307,-176.86260,3
300434063474010,2021-02-11 23:19:15,62.04307,-176.86260,2
300434063474010,2021-02-11 23:19:26,62.04307,-176.86260,2
300434063474010,2021-02-11 23:19:46,62.04307,-176.86260,3
300434063474010,2021-02-11 23:19:59,62.04307,-176.86260,3
300434063474010,2021-02-11 23:41:25,62.01312,-176.94305,4
300434063474010,2021-02-11 23:41:36,62.01312,-176.94305,4
300434063474010,2021-02-12 00:22:31,62.01478,-177.01933,3
300434063474010,2021-02-12 00:22:47,62.01478,-177.01933,3
300434063474010,2021-02-12 00:27:10,62.01478,-177.01933,3
300434063474010,2021-02-12 00:27:25,62.01312,-176.94305,3
300434063474010,2021-02-12 00:30:18,61.99626,-176.94305,3
300434063474010,2021-02-12 00:31:16,61.99793,-177.01933,2
300434063474010,2021-02-12 00:35:08,62.01478,-177.01933,4
300434063474010,2021-02-12 00:36:14,61.99626,-176.94305,2
300434063474010,2021-02-12 00:38:54,62.01478,-177.01933,3
300434063474010,2021-02-12 00:39:04,61.99626,-176.94305,3
300434063474010,2021-02-12 00:39:17,61.99793,-177.01933,3
300434063474010,2021-02-12 01:20:05,62.01641,-177.09563,4
300434063474010,2021-02-12 01:24:41,61.99793,-177.01933,5
300434063474010,2021-02-12 01:25:01,61.99793,-177.01933,4
300434063474010,2021-02-12 01:25:17,61.96627,-177.02330,4
300434063474010,2021-02-12 01:25:30,61.96627,-177.02330,3
300434063474010,2021-02-12 01:25:39,61.99793,-177.01933,3
300434063474010,2021-02-12 01:28:22,61.99956,-177.09563,3
300434063474010,2021-02-12 01:28:43,61.99793,-177.01933,3
300434063474010,2021-02-12 01:28:52,61.99793,-177.01933,3
300434063474010,2021-02-12 01:29:01,61.99793,-177.01933,4
300434063474010,2021-02-12 01:29:13,62.01478,-177.01933,4
300434063474010,2021-02-12 01:33:20,62.01312,-176.94305,8
300434063474010,2021-02-12 01:33:34,61.96627,-177.02330,7
300434063474010,2021-02-12 01:33:46,61.96627,-177.02330,6
300434063474010,2021-02-12 01:34:11,61.96627,-177.02330,5
300434063474010,2021-02-12 01:34:24,61.96627,-177.02330,5
300434063474010,2021-02-12 01:34:34,61.96627,-177.02330,4
300434063474010,2021-02-12 01:34:46,61.96627,-177.02330,4
300434063474010,2021-02-12 01:35:02,61.96627,-177.02330,3
300434063474010,2021-02-12 01:39:29,61.99793,-177.01933,8
300434063474010,2021-02-12 01:43:39,61.96789,-177.09949,6
300434063474010,2021-02-12 01:43:51,61.96627,-177.02330,5
300434063474010,2021-02-12 01:44:03,61.96627,-177.02330,5
300434063474010,2021-02-12 01:47:14,61.96789,-177.09949,5
300434063474010,2021-02-12 01:47:24,61.99956,-177.09563,5
300434063474010,2021-02-12 01:54:47,61.96789,-177.09949,6
300434063474010,2021-02-12 01:55:18,61.96789,-177.09949,6
300434063474010,2021-02-12 02:22:15,61.96627,-177.02330,4
300434063474010,2021-02-12 02:22:27,61.96460,-176.94712,4
300434063474010,2021-02-12 02:22:51,61.96789,-177.09949,5
300434063474010,2021-02-12 03:07:37,61.96627,-177.02330,2
300434063474010,2021-02-12 03:07:51,61.96947,-177.17570,2
300434063474010,2021-02-12 03:08:02,61.96789,-177.09949,2
300434063474010,2021-02-12 03:08:14,61.96789,-177.09949,2
300434063474010,2021-02-12 03:33:05,61.96789,-177.09949,3
300434063474010,2021-02-12 03:35:13,61.96789,-177.09949,2
300434063474010,2021-02-12 03:35:42,61.96947,-177.17570,2
300434063474010,2021-02-12 03:39:44,61.93782,-177.17945,2
300434063474010,2021-02-12 03:39:59,61.93782,-177.17945,2
300434063474010,2021-02-12 05:43:42,61.92246,-177.25557,2
300434063474010,2021-02-12 05:43:56,61.92246,-177.25557,2
300434063474010,2021-02-12 06:05:24,61.88928,-177.18320,7
300434063474010,2021-02-12 06:05:33,61.88928,-177.18320,8
