,time,pressure,fr_temp,fr_temp_ADC,sr_temp,sr_temp_ADC,temp_ref,par,fluor,tilt,datetime,depth_m,id,dep_lat,dep_lon
0,3600,1.6192626953125,8.24474644096523,18484,8.200654188408237,19062,8509,0.0,0,5,2019-10-01 01:00:00,16.081174124490857,4010,62.2,-174.6795
1,7200,1.63177490234375,8.250348772442294,18479,8.198484164606214,19064,8509,0.0,0,4,2019-10-01 02:00:00,16.20543498749578,4010,62.2,-174.6795
2,10800,1.640625,8.243626178263185,18485,8.198484164606214,19064,8509,0.0,0,5,2019-10-01 03:00:00,16.293326817426095,4010,62.2,-174.6795
3,14400,1.64947509765625,8.271653120006874,18460,8.223454718635764,19041,8509,0.0,0,4,2019-10-01 04:00:00,16.381218647356405,4010,62.2,-174.6795
4,18000,1.65802001953125,8.28736677497426,18446,8.241932758061978,19024,8509,0.0,0,4,2019-10-01 05:00:00,16.4660797245305,4010,62.2,-174.6795
5,21600,1.66259765625,8.308713819268064,18427,8.262606401641847,19005,8509,0.0,0,4,2019-10-01 06:00:00,16.511541015873764,4010,62.2,-174.6795
6,25200,1.65985107421875,8.309838030455808,18426,8.2636951240234,19004,8509,0.0,0,4,2019-10-01 07:00:00,16.484264241067805,4010,62.2,-174.6795
7,28800,1.65374755859375,8.306465601788602,18429,8.26151774289059,19006,8509,0.0,0,4,2019-10-01 08:00:00,16.423649185943454,4010,62.2,-174.6795
8,32400,1.64794921875,8.305341595481252,18430,8.25934061625037,19008,8509,0.0,0,3,2019-10-01 09:00:00,16.366064883575316,4010,62.2,-174.6795
9,36000,1.6278076171875,8.312086657766997,18424,8.26587275970553,19002,8509,0.0,0,4,2019-10-01 10:00:00,16.166035201664954,4010,62.2,-174.6795
10,39600,1.612548828125,8.303093787691694,18432,8.256075403339707,19011,8509,0.0,0,3,2019-10-01 11:00:00,16.01449756385407,4010,62.2,-174.6795
11,43200,1.591796875,8.281753223047758,18451,8.232147982958338,19033,8509,0.0,0,3,2019-10-01 12:00:00,15.80840637643127,4010,62.2,-174.6795
12,46800,1.5814208984375,8.23466651845547,18493,8.18980659739276,19072,8509,0.0,0,6,2019-10-01 13:00:00,15.70536078271987,4010,62.2,-174.6795
13,50400,1.60064697265625,8.204459671148413,18520,8.158384274083744,19101,8509,0.0,0,3,2019-10-01 14:00:00,15.896298206361582,4010,62.2,-174.6795
14,54000,1.5936279296875,8.206695524171721,18518,8.161632401106658,19098,8509,0.0,0,5,2019-10-01 15:00:00,15.826590892968575,4010,62.2,-174.6795
15,57600,1.63055419921875,8.221235161554603,18505,8.174630578907909,19086,8509,0.0,0,3,2019-10-01 16:00:00,16.193311976470913,4010,62.2,-174.6795
16,61200,1.6302490234375,8.251469442385769,18478,8.204994994804167,19058,8509,0.0,0,3,2019-10-01 17:00:00,16.190281223714695,4010,62.2,-174.6795
17,64800,1.67083740234375,8.258194888239643,18472,8.213679644337219,19050,8509,0.0,0,4,2019-10-01 18:00:00,16.59337134029164,4010,62.2,-174.6795
18,68400,1.6693115234375,8.286243928316821,18447,8.238670595153508,19027,8509,0.0,0,3,2019-10-01 19:00:00,16.578217576510553,4010,62.2,-174.6795
19,72000,1.65130615234375,8.28848968978349,18445,8.243020272680155,19023,8509,0.0,0,5,2019-10-01 20:00:00,16.399403163893712,4010,62.2,-174.6795
20,75600,1.68182373046875,8.351481932433899,18389,8.305113794701015,18966,8509,0.0,0,3,2019-10-01 21:00:00,16.702478439515478,4010,62.2,-174.6795
21,79200,1.66778564453125,8.325584163144981,18412,8.280033600200511,18989,8509,0.0,0,4,2019-10-01 22:00:00,16.563063812729464,4010,62.2,-174.6795
22,82800,1.646728515625,8.289612672752185,18444,8.243020272680155,19023,8509,0.0,0,3,2019-10-01 23:00:00,16.353941872550447,4010,62.2,-174.6795
23,86400,1.6253662109375,8.294105286380898,18440,8.246283197579771,19020,8509,0.0,0,3,2019-10-02 00:00:00,16.141789179615213,4010,62.2,-174.6795
24,90000,1.62750244140625,8.33008552036307,18408,8.282213146812751,18987,8509,0.0,0,3,2019-10-02 01:00:00,16.163004448908733,4010,62.2,-174.6795
25,93600,1.60369873046875,8.315460111191044,18421,8.269139690632983,18999,8509,0.0,0,6,2019-10-02 02:00:00,15.926605733923758,4010,62.2,-174.6795
26,97200,1.62017822265625,8.278385909304404,18454,8.232147982958338,19033,8509,0.0,0,6,2019-10-02 03:00:00,16.090266382759513,4010,62.2,-174.6795
27,100800,1.644287109375,8.280630717031272,18452,8.235409003515883,19030,8509,0.0,0,5,2019-10-02 04:00:00,16.329695850500705,4010,62.2,-174.6795
28,104400,1.69525146484375,8.283998439425943,18449,8.237583334475914,19028,8509,0.0,0,7,2019-10-02 05:00:00,16.835831560789053,4010,62.2,-174.6795
29,108000,1.68365478515625,8.312086657766997,18424,8.26587275970553,19002,8509,0.0,0,7,2019-10-02 06:00:00,16.720662956052784,4010,62.2,-174.6795
30,111600,1.65069580078125,8.285121149803388,18448,8.23975791930576,19026,8509,0.0,0,3,2019-10-02 07:00:00,16.393341658381278,4010,62.2,-174.6795
31,115200,1.6497802734375,8.30758967638161,18428,8.262606401641847,19005,8509,0.0,0,4,2019-10-02 08:00:00,16.384249400112623,4010,62.2,-174.6795
32,118800,1.6650390625,8.28848968978349,18445,8.243020272680155,19023,8509,0.0,0,5,2019-10-02 09:00:00,16.535787037923505,4010,62.2,-174.6795
33,122400,1.64337158203125,8.277263607578334,18455,8.233234926369335,19032,8509,0.0,0,3,2019-10-02 10:00:00,16.320603592232054,4010,62.2,-174.6795
34,126000,1.60491943359375,8.23802588229023,18490,8.198484164606214,19064,8509,0.0,0,3,2019-10-02 11:00:00,15.938728744948628,4010,62.2,-174.6795
35,129600,1.62506103515625,8.227949620738116,18499,8.184385170739972,19077,8509,0.0,0,3,2019-10-02 12:00:00,16.138758426858992,4010,62.2,-174.6795
36,133200,1.61590576171875,8.222354068813956,18504,8.176797824384153,19084,8509,0.0,0,4,2019-10-02 13:00:00,16.047835844172464,4010,62.2,-174.6795
