,time,pressure,topside_temp,topside_temp_ADC,underside_temp,underside_temp_ADC,temp_ref,par,fluor,tilt,datetime
1,0,-4.8675537109375,-273.14998916158686,26808,-273.14998915474496,26748,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:00:00
2,30,-4.8675537109375,-273.1499891635216,26825,-273.14998915622914,26761,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:00:30
3,60,-4.8675537109375,-273.14998916522734,26840,-273.14998915782644,26775,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:01:00
4,90,-4.8675537109375,-273.1499891670453,26856,-273.14998915942255,26789,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:01:30
5,120,-4.8675537109375,-273.14998916852136,26869,-273.14998916113143,26804,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:02:00
6,150,-4.8675537109375,-273.14998917022325,26884,-273.14998916340784,26824,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:02:30
7,180,-4.8675537109375,-273.14998917215047,26901,-273.14998916499997,26838,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:03:00
8,210,-4.8675537109375,-273.1499891736231,26914,-273.14998916727245,26858,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:03:30
9,240,-4.8675537109375,-273.14998917566055,26932,-273.14998916886185,26872,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:04:00
10,270,-4.8675537109375,-273.14998917735704,26947,-273.1499891697695,26880,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:04:30
11,300,-4.8675537109375,-273.1499891788262,26960,-273.1499891722638,26902,8534,0.13568493150684932,-10.77405853,175,2020-03-05 20:05:00
12,330,-4.8675537109375,-273.14998918063316,26976,-273.1499891735099,26913,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:05:30
13,360,-4.8675537109375,-273.14998918210017,26989,-273.1499891746421,26923,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:06:00
14,390,-4.8675537109375,-273.1499891841299,27007,-273.1499891765655,26940,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:06:30
15,420,-4.8675537109375,-273.1499891855946,27020,-273.14998917814825,26954,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:07:00
16,450,-4.8675537109375,-273.14998918739605,27036,-273.14998918018154,26972,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:07:30
17,480,-4.8675537109375,-273.14998918908356,27051,-273.14998918187456,26987,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:08:00
18,510,-4.8675537109375,-273.14998919088214,27067,-273.14998918401716,27006,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:08:30
19,540,-4.8675537109375,-273.1499891924547,27081,-273.1499891860451,27024,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:09:00
20,570,-4.8675537109375,-273.1499891940262,27095,-273.1499891869458,27032,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:09:30
21,600,-4.8675537109375,-273.14998919570866,27110,-273.14998918874613,27048,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:10:00
22,630,-4.8675537109375,-273.14998919738986,27125,-273.14998919020786,27061,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:10:30
23,660,-4.8675537109375,-273.1499891992937,27142,-273.14998919211786,27078,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:11:00
24,690,-4.8675537109375,-273.1499892009722,27157,-273.1499891934651,27090,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:11:30
25,720,-4.8675537109375,-273.1499892026494,27172,-273.14998919514795,27105,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:12:00
26,750,-4.8675537109375,-273.1499892043254,27187,-273.1499891967175,27119,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:12:30
27,780,-4.8675537109375,-273.14998920600004,27202,-273.149989198174,27132,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:13:00
28,810,-4.8675537109375,-273.1499892078965,27219,-273.1499891996295,27145,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:13:30
29,840,-4.8675537109375,-273.1499892095685,27234,-273.1499892022023,27168,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:14:00
30,870,-4.8675537109375,-273.14998921123924,27249,-273.14998920376684,27182,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:14:30
31,900,-4.8675537109375,-273.1499892129087,27264,-273.1499892053303,27196,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:15:00
32,930,-4.8675537109375,-273.14998921468805,27280,-273.1499892074504,27215,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:15:30
33,960,-4.8675537109375,-273.149989216466,27296,-273.1499892092342,27231,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:16:00
34,990,-4.8675537109375,-273.1499892177986,27308,-273.14998921123924,27249,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:16:30
35,1020,-4.8675537109375,-273.1499892197958,27326,-273.14998921168456,27253,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:17:00
36,1050,-4.8675537109375,-273.14998922134805,27340,-273.1499892136873,27271,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:17:30
37,1080,-4.8675537109375,-273.1499892230099,27355,-273.14998921557725,27288,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:18:00
38,1110,-4.8675537109375,-273.1499892245599,27369,-273.1499892174655,27305,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:18:30
39,1140,-4.8675537109375,-273.14998922655104,27387,-273.14998921879743,27317,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:19:00
40,1170,-4.8675537109375,-273.149989228209,27402,-273.1499892205721,27333,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:19:30
41,1200,-4.8675537109375,-273.14998922953447,27414,-273.1499892230099,27355,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:20:00
42,1230,-4.8675537109375,-273.14998923141087,27431,-273.14998922400645,27364,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:20:30
43,1260,-4.8675537109375,-273.14998923295497,27445,-273.1499892252238,27375,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:21:00
44,1290,-4.8675537109375,-273.14998923493863,27463,-273.149989227546,27396,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:21:30
45,1320,-4.8675537109375,-273.1499892365903,27478,-273.14998922953447,27414,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:22:00
46,1350,-4.8675537109375,-273.1499892382407,27493,-273.14998923085915,27426,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:22:30
47,1380,-4.8675537109375,-273.14998924010973,27510,-273.1499892330652,27446,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:23:00
48,1410,-4.8675537109375,-273.14998924175757,27525,-273.14998923460814,27460,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:23:30
49,1440,-4.8675537109375,-273.14998924329444,27539,-273.14998923614996,27474,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:24:00
50,1470,-4.8675537109375,-273.1499892449399,27554,-273.14998923747066,27486,8534,0.13568493150684932,-10.77405853,175,2020-03-05 20:24:30
51,1500,-4.8675537109375,-273.1499892466937,27570,-273.1499892385707,27496,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:25:00
52,1530,-4.8675537109375,-273.14998924800807,27582,-273.1499892405493,27514,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:25:30
53,1560,-4.8675537109375,-273.14998924997826,27600,-273.1499892421968,27529,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:26:00
54,1590,-4.8675537109375,-273.1499892518374,27617,-273.14998924406245,27546,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:26:30
55,1620,-4.8675537109375,-273.14998925347646,27632,-273.1499892459266,27563,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:27:00
56,1650,-4.8675537109375,-273.1499892552235,27648,-273.1499892471319,27574,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:27:30
57,1680,-4.8675537109375,-273.14998925686007,27663,-273.1499892489934,27591,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:28:00
58,1710,-4.8675537109375,-273.1499892583864,27677,-273.14998925041584,27604,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:28:30
59,1740,-4.8675537109375,-273.14998926023844,27694,-273.1499892523839,27622,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:29:00
60,1770,-4.8675537109375,-273.14998926176247,27708,-273.14998925358566,27633,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:29:30
61,1800,-4.8675537109375,-273.14998926361164,27725,-273.1499892553326,27649,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:30:00
62,1830,-4.8675537109375,-273.14998926513334,27739,-273.1499892566419,27661,8534,0.13568493150684932,-10.77405853,175,2020-03-05 20:30:30
63,1860,-4.8675537109375,-273.14998926687116,27755,-273.1499892583864,27677,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:31:00
64,1890,-4.8675537109375,-273.1499892684991,27770,-273.1499892599117,27691,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:31:30
65,1920,-4.8675537109375,-273.14998927012584,27785,-273.14998926187127,27709,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:32:00
66,1950,-4.8675537109375,-273.1499892720763,27803,-273.1499892632854,27722,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:32:30
67,1980,-4.8675537109375,-273.14998927359215,27817,-273.14998926459003,27734,8534,0.13568493150684932,-10.753138028,177,2020-03-05 20:33:00
68,2010,-4.8675537109375,-273.1499892753233,27833,-273.14998926654545,27752,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:33:30
69,2040,-4.8675537109375,-273.149989276945,27848,-273.1499892682821,27768,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:34:00
70,2070,-4.8675537109375,-273.1499892785655,27863,-273.14998927088453,27792,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:34:30
71,2100,-4.8675537109375,-273.14998928029274,27879,-273.1499892726178,27808,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:35:00
72,2130,-4.8675537109375,-273.14998928223423,27897,-273.14998927478246,27828,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:35:30
73,2160,-4.8675537109375,-273.14998928363536,27910,-273.1499892757559,27837,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:36:00
74,2190,-4.8675537109375,-273.1499892852509,27925,-273.14998927737724,27852,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:36:30
75,2220,-4.8675537109375,-273.1499892869729,27941,-273.1499892798611,27875,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:37:00
76,2250,-4.8675537109375,-273.149989288586,27956,-273.14998928104797,27886,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:37:30
77,2280,-4.8675537109375,-273.14998929052024,27974,-273.14998928298877,27904,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:38:00
78,2310,-4.8675537109375,-273.1499892920234,27988,-273.14998928449717,27918,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:38:30
79,2340,-4.8675537109375,-273.1499892937401,28004,-273.14998928568156,27929,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:39:00
80,2370,-4.8675537109375,-273.14998929566974,28022,-273.1499892870805,27942,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:39:30
81,2400,-4.8675537109375,-273.1499892970623,28035,-273.149989288586,27956,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:40:00
82,2430,-4.8675537109375,-273.149989298454,28048,-273.14998928976826,27967,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:40:30
83,2460,-4.8675537109375,-273.1499893002726,28065,-273.1499892919161,27987,8534,0.13568493150684932,-10.77405853,175,2020-03-05 20:41:00
84,2490,-4.8675537109375,-273.14998930208964,28082,-273.1499892940618,28007,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:41:30
85,2520,-4.8675537109375,-273.14998930401197,28100,-273.14998929588404,28024,8534,0.13568493150684932,-10.77405853,175,2020-03-05 20:42:00
86,2550,-4.8675537109375,-273.1499893056126,28115,-273.1499892970623,28035,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:42:30
87,2580,-4.8675537109375,-273.1499893072121,28130,-273.14998929877504,28051,8534,0.13568493150684932,-10.77405853,177,2020-03-05 20:43:00
88,2610,-4.8675537109375,-273.14998930891693,28146,-273.1499893002726,28065,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:43:30
89,2640,-4.8675537109375,-273.14998931040753,28160,-273.1499893019828,28081,8534,0.13568493150684932,-10.77405853,175,2020-03-05 20:44:00
90,2670,-4.8675537109375,-273.1499893123226,28178,-273.14998930422547,28102,8534,0.13568493150684932,-10.77405853,176,2020-03-05 20:44:30
