IMEI_message_id,datetime,latitude,longitude,CEPradius
300434063862560,2020-06-30 21:05:45,47.70046,-122.22582,3
300434063862560,2020-06-30 21:07:01,47.70046,-122.22582,3
300434063862560,2020-06-30 21:07:14,47.70046,-122.22582,3
300434063862560,2020-06-30 21:29:36,47.70046,-122.22582,9
300434063862560,2020-06-30 21:29:49,47.68626,-122.27090,8
300434063862560,2020-06-30 21:30:01,47.70046,-122.22582,8
300434063862560,2020-06-30 21:30:19,47.70046,-122.22582,6
300434063862560,2020-06-30 21:30:28,47.70876,-122.29938,6
300434063862560,2020-06-30 21:30:40,47.68626,-122.27090,5
300434063862560,2020-06-30 21:31:44,47.68626,-122.27090,3
300434063862560,2020-06-30 22:12:22,47.70046,-122.22582,9
300434063862560,2020-06-30 22:17:27,47.70046,-122.22582,2
300434063862560,2020-06-30 22:17:39,47.70046,-122.22582,2
300434063862560,2020-06-30 22:17:50,47.70046,-122.22582,2
300434063862560,2020-06-30 22:18:01,47.70046,-122.22582,2
300434063862560,2020-06-30 22:18:09,47.70046,-122.22582,2
300434063862560,2020-06-30 22:18:20,47.70046,-122.22582,2
300434063862560,2020-06-30 22:18:28,47.70046,-122.22582,2
300434063862560,2020-06-30 22:18:37,47.68626,-122.27090,2
300434063862560,2020-06-30 22:18:45,47.70046,-122.22582,2
300434063862560,2020-06-30 22:18:54,47.70046,-122.22582,2
300434063862560,2020-06-30 22:19:04,47.67794,-122.19740,2
300434063862560,2020-06-30 22:19:15,47.70046,-122.22582,2
300434063862560,2020-06-30 22:19:27,47.70046,-122.22582,2
300434063862560,2020-06-30 22:19:36,47.68626,-122.27090,3
300434063862560,2020-06-30 22:21:36,47.68626,-122.27090,7
300434063862560,2020-06-30 22:26:40,47.70046,-122.22582,2
300434063862560,2020-06-30 22:26:49,47.70046,-122.22582,2
300434063862560,2020-06-30 22:26:59,47.68626,-122.27090,2
300434063862560,2020-06-30 22:27:12,47.70046,-122.22582,2
300434063862560,2020-06-30 22:27:22,47.70046,-122.22582,2
300434063862560,2020-06-30 22:27:32,47.70046,-122.22582,2
300434063862560,2020-06-30 22:27:42,47.70046,-122.22582,2
300434063862560,2020-06-30 22:27:56,47.70046,-122.22582,2
300434063862560,2020-06-30 22:28:06,47.70046,-122.22582,2
300434063862560,2020-06-30 22:28:16,47.70046,-122.22582,2
300434063862560,2020-06-30 22:28:28,47.70046,-122.22582,2
300434063862560,2020-06-30 22:28:41,47.70046,-122.22582,2
300434063862560,2020-06-30 22:28:53,47.68626,-122.27090,3
300434063862560,2020-06-30 22:29:07,47.68626,-122.27090,3
300434063862560,2020-06-30 23:33:59,47.68626,-122.27090,6
300434063862560,2020-06-30 23:34:13,47.68626,-122.27090,5
300434063862560,2020-06-30 23:34:21,47.68626,-122.27090,5
300434063862560,2020-06-30 23:34:30,47.70046,-122.22582,4
300434063862560,2020-06-30 23:34:38,47.68626,-122.27090,4
300434063862560,2020-06-30 23:34:47,47.68626,-122.27090,4
300434063862560,2020-06-30 23:38:36,47.68626,-122.27090,7
300434063862560,2020-07-01 03:02:36,47.70046,-122.22582,2
300434063862560,2020-07-01 03:02:42,47.70046,-122.22582,2
300434063862560,2020-07-01 09:03:58,47.70046,-122.22582,2
300434063862560,2020-07-01 09:04:09,47.70046,-122.22582,2
300434063862560,2020-07-01 12:00:57,47.70046,-122.22582,2
300434063862560,2020-07-01 12:01:07,47.70046,-122.22582,2
300434063862560,2020-07-01 15:24:11,47.70046,-122.22582,7
300434063862560,2020-07-01 18:01:31,47.70046,-122.22582,3
300434063862560,2020-07-01 18:01:43,47.68626,-122.27090,3
300434063862560,2020-07-02 00:03:43,47.70046,-122.22582,9
300434063862560,2020-07-02 03:44:33,47.70046,-122.22582,6
300434063862560,2020-07-02 03:44:42,47.70876,-122.29938,6
