,time,pressure,topside_temp,topside_temp_ADC,underside_temp,underside_temp_ADC,temp_ref,par,fluor,tilt,datetime
1,0,-4.8675537109375,0.7220325333485675,26720,0.7849147839070838,26448,8486,0.038767123287671235,-10.690376522000001,178,2020-03-05 20:00:00
2,30,-4.8675537109375,0.7080118577054009,26739,0.7825770961314902,26451,8486,0.038767123287671235,-10.690376522000001,175,2020-03-05 20:00:30
3,60,-4.8675537109375,0.6954765093771016,26756,0.7755657956648179,26460,8486,0.038767123287671235,-10.690376522000001,178,2020-03-05 20:01:00
4,90,-4.8675537109375,0.686633404388715,26768,0.7631077857446371,26476,8486,0.038767123287671235,-10.690376522000001,174,2020-03-05 20:01:30
5,120,-4.8675537109375,0.6741132792977282,26785,0.7545477435320436,26487,8486,0.038767123287671235,-10.690376522000001,174,2020-03-05 20:02:00
6,150,-4.8675537109375,0.6623377694665464,26801,0.7421038044160468,26503,8486,0.038767123287671235,-10.690376522000001,177,2020-03-05 20:02:30
7,180,-4.8675537109375,0.6549820782703364,26811,0.7281143221062507,26521,8486,0.038767123287671235,-10.690376522000001,175,2020-03-05 20:03:00
8,210,-4.8675537109375,0.6410147370092432,26830,0.7219001520639949,26529,8486,0.038767123287671235,-10.690376522000001,176,2020-03-05 20:03:30
9,240,-4.8675537109375,0.6307301073658209,26844,0.7009426521507294,26556,8486,0.038767123287671235,-10.690376522000001,178,2020-03-05 20:04:00
10,270,-4.8675537109375,0.6197175336676537,26859,0.6869841019067735,26574,8486,0.038767123287671235,-10.690376522000001,174,2020-03-05 20:04:30
11,300,-4.8675537109375,0.6087118543761676,26874,0.6745852964537562,26590,8486,0.038767123287671235,-10.690376522000001,176,2020-03-05 20:05:00
12,330,-4.8675537109375,0.5955141283110947,26892,0.6621947574558931,26606,8486,0.038767123287671235,-10.690376522000001,177,2020-03-05 20:05:30
13,360,-4.8675537109375,0.5852560768269655,26906,0.6451712446017837,26628,8486,0.038767123287671235,-10.690376522000001,178,2020-03-05 20:06:00
14,390,-4.8675537109375,0.5735399157384791,26922,0.6266179095209736,26652,8486,0.038767123287671235,-10.690376522000001,176,2020-03-05 20:06:30
15,420,-4.8675537109375,0.5632946778840164,26936,0.6019089137619176,26684,8486,0.038767123287671235,-10.690376522000001,176,2020-03-05 20:07:00
16,450,-4.8675537109375,0.5523242612449621,26951,0.5918802637834801,26697,8486,0.038767123287671235,-10.690376522000001,175,2020-03-05 20:07:30
17,480,-4.8675537109375,0.5413606889989069,26966,0.5772327379714284,26716,8486,0.038767123287671235,-10.690376522000001,177,2020-03-05 20:08:00
18,510,-4.8675537109375,0.5311341895836108,26980,0.5595169622005756,26739,8486,0.038767123287671235,-10.690376522000001,175,2020-03-05 20:08:30
19,540,-4.8675537109375,0.5194540452849878,26996,0.5472029024876974,26755,8486,0.038767123287671235,-10.690376522000001,176,2020-03-05 20:09:00
20,570,-4.8675537109375,0.5085109576519358,27011,0.5325905528869157,26774,8486,0.038767123287671235,-10.690376522000001,176,2020-03-05 20:09:30
21,600,-4.8675537109375,0.4975746820815061,27026,0.5272099525008684,26781,8486,0.038767123287671235,-10.690376522000001,176,2020-03-05 20:10:00
