,time,pressure,fr_temp,fr_temp_ADC,par,fluor,tilt,datetime,depth_m,id,dep_lat,dep_lon
2,1618462686.0,0.49774169921875,9.18146177965724,17670,-0.2413013698630137,0.20102658,5,2021-04-15 04:58:06,4.943157745390989,0200,47.687823,-122.258931
3,1618462686.0,0.498046875,9.18146177965724,17670,-0.2413013698630137,0.20102658,6,2021-04-15 04:58:06,4.946188498147207,0200,47.687823,-122.258931
4,1618462686.25,0.4974365234375,9.18264098173529,17669,-0.2413013698630137,0.2407299,4,2021-04-15 04:58:06.250000,4.940126992634772,0200,47.687823,-122.258931
5,1618462686.5,0.49835205078125,9.18382025874331,17668,-0.2413013698630137,0.27815142,4,2021-04-15 04:58:06.500000,4.9492192509034245,0200,47.687823,-122.258931
6,1618462686.75,0.494384765625,9.18382025874331,17668,-0.2413013698630137,0.26628606,3,2021-04-15 04:58:06.750000,4.909819465072595,0200,47.687823,-122.258931
7,1618462687.0,0.48431396484375,9.18382025874331,17668,-0.2413013698630137,0.25282344,4,2021-04-15 04:58:07,4.809804624117413,0200,47.687823,-122.258931
8,1618462687.25,0.4681396484375,9.184999610690511,17667,-0.2413013698630137,0.22795182,5,2021-04-15 04:58:07.250000,4.6491747280378775,0200,47.687823,-122.258931
9,1618462687.5,0.44769287109375,9.184999610690511,17667,-0.2413013698630137,0.22795182,6,2021-04-15 04:58:07.500000,4.446114293371295,0200,47.687823,-122.258931
10,1618462687.75,0.42877197265625,9.186179037585703,17666,-0.2413013698630137,0.28020504,6,2021-04-15 04:58:07.750000,4.2582076224858,0200,47.687823,-122.258931
11,1618462688.0,0.411376953125,9.186179037585703,17666,-0.2413013698630137,0.24848802,8,2021-04-15 04:58:08,4.0854547153813945,0200,47.687823,-122.258931
12,1618462688.25,0.4034423828125,9.186179037585703,17666,-0.2413013698630137,0.25282344,1,2021-04-15 04:58:08.250000,4.006655143719735,0200,47.687823,-122.258931
13,1618462688.5,0.4058837890625,9.187358539438037,17665,-0.2413013698630137,0.27221874,4,2021-04-15 04:58:08.500000,4.030901165769476,0200,47.687823,-122.258931
14,1618462688.75,0.41015625,9.187358539438037,17665,-0.2413013698630137,0.3730743,3,2021-04-15 04:58:08.750000,4.073331704356524,0200,47.687823,-122.258931
15,1618462689.0,0.4144287109375,9.188538116256552,17664,-0.2413013698630137,0.28819134,5,2021-04-15 04:58:09,4.11576224294357,0200,47.687823,-122.258931
16,1618462689.25,0.4144287109375,9.188538116256552,17664,-0.2413013698630137,0.28613772,4,2021-04-15 04:58:09.250000,4.11576224294357,0200,47.687823,-122.258931
17,1618462689.5,0.4119873046875,9.18971776805023,17663,-0.2413013698630137,0.26902422,5,2021-04-15 04:58:09.500000,4.091516220893829,0200,47.687823,-122.258931
18,1618462689.75,0.4119873046875,9.18971776805023,17663,-0.2413013698630137,0.26560152,4,2021-04-15 04:58:09.750000,4.091516220893829,0200,47.687823,-122.258931
19,1618462690.0,0.4119873046875,9.19089749482822,17662,-0.2413013698630137,0.25921248,5,2021-04-15 04:58:10,4.091516220893829,0200,47.687823,-122.258931
20,1618462690.25,0.4071044921875,9.19089749482822,17662,-0.2413013698630137,0.27107784,0,2021-04-15 04:58:10.250000,4.043024176794347,0200,47.687823,-122.258931
21,1618462690.5,0.396728515625,9.19089749482822,17662,-0.2413013698630137,0.30074124,4,2021-04-15 04:58:10.500000,3.939978583082947,0200,47.687823,-122.258931
22,1618462690.75,0.38116455078125,9.192077296599507,17661,-0.2413013698630137,0.30553302,6,2021-04-15 04:58:10.750000,3.7854101925158465,0200,47.687823,-122.258931
23,1618462691.0,0.36346435546875,9.192077296599507,17661,-0.2413013698630137,0.24620622,6,2021-04-15 04:58:11,3.6096265326552226,0200,47.687823,-122.258931
24,1618462691.25,0.34698486328125,9.192077296599507,17661,-0.2413013698630137,0.23456904,7,2021-04-15 04:58:11.250000,3.4459658838194698,0200,47.687823,-122.258931
25,1618462691.5,0.3314208984375,9.192077296599507,17661,-0.2413013698630137,0.21517374,7,2021-04-15 04:58:11.500000,3.2913974932523695,0200,47.687823,-122.258931
26,1618462691.75,0.321044921875,9.193257173373183,17660,-0.2413013698630137,0.24689076,0,2021-04-15 04:58:11.750000,3.188351899540969,0200,47.687823,-122.258931
27,1618462692.0,0.32196044921875,9.194437125158231,17659,-0.2413013698630137,0.23799174,2,2021-04-15 04:58:12,3.197444157809622,0200,47.687823,-122.258931
28,1618462692.25,0.3265380859375,9.19915768259358,17655,-0.2413013698630137,0.25715886,0,2021-04-15 04:58:12.250000,3.242905449152887,0200,47.687823,-122.258931
29,1618462692.5,0.32928466796875,9.200338009571396,17654,-0.2413013698630137,0.25305162,4,2021-04-15 04:58:12.500000,3.270182223958846,0200,47.687823,-122.258931
30,1618462692.75,0.32806396484375,9.203879440935737,17651,-0.2413013698630137,0.23411268,4,2021-04-15 04:58:12.750000,3.258059212933975,0200,47.687823,-122.258931
31,1618462693.0,0.32684326171875,9.206240770628199,17649,-0.2413013698630137,0.22544184,5,2021-04-15 04:58:13,3.2459362019091045,0200,47.687823,-122.258931
32,1618462693.25,0.3265380859375,9.20978332852252,17646,-0.2413013698630137,0.24574986000000001,6,2021-04-15 04:58:13.250000,3.242905449152887,0200,47.687823,-122.258931
33,1618462693.5,0.328369140625,9.210964331418381,17645,-0.2413013698630137,0.48123162,2,2021-04-15 04:58:13.500000,3.261089965690193,0200,47.687823,-122.258931
34,1618462693.75,0.32928466796875,9.214507791026392,17642,-0.2413013698630137,0.3513972,3,2021-04-15 04:58:13.750000,3.270182223958846,0200,47.687823,-122.258931
35,1618462694.0,0.32684326171875,9.216870473289532,17640,-0.2413013698630137,0.2487162,3,2021-04-15 04:58:14,3.2459362019091045,0200,47.687823,-122.258931
36,1618462694.25,0.3179931640625,9.219233456323707,17638,-0.2413013698630137,0.23479722,3,2021-04-15 04:58:14.250000,3.158044371978793,0200,47.687823,-122.258931
37,1618462694.5,0.30242919921875,9.220415060652613,17637,-0.2413013698630137,0.24004536,4,2021-04-15 04:58:14.500000,3.0034759814116927,0200,47.687823,-122.258931
38,1618462694.75,0.28106689453125,9.222778494979423,17635,-0.2413013698630137,0.24894438,6,2021-04-15 04:58:14.750000,2.7913232884764567,0200,47.687823,-122.258931
39,1618462695.0,0.25787353515625,9.22396032499563,17634,-0.2413013698630137,0.24825984,8,2021-04-15 04:58:15,2.5609860790039156,0200,47.687823,-122.258931
40,1618462695.25,0.23834228515625,9.226324210778841,17632,-0.2413013698630137,0.25715886,8,2021-04-15 04:58:15.250000,2.3670179026059857,0200,47.687823,-122.258931
41,1618462695.5,0.22186279296875,9.229870603967413,17629,-0.2413013698630137,0.27929232,6,2021-04-15 04:58:15.500000,2.2033572537702324,0200,47.687823,-122.258931
42,1618462695.75,0.21148681640625,9.232235242541663,17627,-0.2413013698630137,0.27997686,12,2021-04-15 04:58:15.750000,2.1003116600588325,0200,47.687823,-122.258931
43,1618462696.0,0.2117919921875,9.239330966019168,17621,-0.2413013698630137,0.26674242,1,2021-04-15 04:58:16,2.10334241281505,0200,47.687823,-122.258931
44,1618462696.25,0.21575927734375,9.247612739350188,17614,-0.2413013698630137,0.23548176,4,2021-04-15 04:58:16.250000,2.1427421986458794,0200,47.687823,-122.258931
45,1618462696.5,0.2191162109375,9.258266164992051,17605,-0.2413013698630137,0.23456904,7,2021-04-15 04:58:16.500000,2.176080478964274,0200,47.687823,-122.258931
46,1618462696.75,0.22003173828125,9.263002983739796,17601,-0.2413013698630137,0.22567002,7,2021-04-15 04:58:16.750000,2.185172737232927,0200,47.687823,-122.258931
47,1618462697.0,0.21728515625,9.272480248135366,17593,-0.2413013698630137,0.2236164,6,2021-04-15 04:58:17,2.157895962426968,0200,47.687823,-122.258931
48,1618462697.25,0.21820068359375,9.281962352303651,17585,-0.2413013698630137,0.22498548,13,2021-04-15 04:58:17.250000,2.166988220695621,0200,47.687823,-122.258931
49,1618462697.5,0.21759033203125,9.289077109353514,17579,-0.2413013698630137,0.23867628,4,2021-04-15 04:58:17.500000,2.1609267151831855,0200,47.687823,-122.258931
50,1618462697.75,0.21881103515625,9.2950081565981,17574,-0.2413013698630137,0.26856786,3,2021-04-15 04:58:17.750000,2.173049726208056,0200,47.687823,-122.258931
51,1618462698.0,0.2178955078125,9.298567694420456,17571,-0.2413013698630137,0.46411812,2,2021-04-15 04:58:18,2.163957467939403,0200,47.687823,-122.258931
52,1618462698.25,0.2178955078125,9.303314806420076,17567,-0.2413013698630137,0.31534476,4,2021-04-15 04:58:18.250000,2.163957467939403,0200,47.687823,-122.258931
53,1618462698.5,0.2191162109375,9.308063132181871,17563,-0.2413013698630137,0.36645708,0,2021-04-15 04:58:18.500000,2.176080478964274,0200,47.687823,-122.258931
54,1618462698.75,0.21759033203125,9.311625173389075,17560,-0.2413013698630137,0.33154554,1,2021-04-15 04:58:18.750000,2.1609267151831855,0200,47.687823,-122.258931
55,1618462699.0,0.20965576171875,9.312812672295081,17559,-0.2413013698630137,0.26149428,3,2021-04-15 04:58:19,2.0821271435215265,0200,47.687823,-122.258931
56,1618462699.25,0.19378662109375,9.31518789791761,17557,-0.2413013698630137,0.28819134,4,2021-04-15 04:58:19.250000,1.9245280001982086,0200,47.687823,-122.258931
57,1618462699.5,0.1739501953125,9.318751306016281,17554,-0.2413013698630137,0.27404418,6,2021-04-15 04:58:19.500000,1.7275290710440614,0200,47.687823,-122.258931
58,1618462699.75,0.15106201171875,9.321127291299547,17552,-0.2413013698630137,0.2726751,8,2021-04-15 04:58:19.750000,1.5002226143277375,0200,47.687823,-122.258931
59,1618462700.0,0.13031005859375,9.3235035805763,17550,-0.2413013698630137,0.35071266,9,2021-04-15 04:58:20,1.294131426904937,0200,47.687823,-122.258931
60,1618462700.25,0.1153564453125,9.330634273105147,17544,-0.2413013698630137,0.22316004,8,2021-04-15 04:58:20.250000,1.1456245418502722,0200,47.687823,-122.258931
61,1618462700.5,0.10986328125,9.344903875959801,17532,-0.2413013698630137,0.24118626,7,2021-04-15 04:58:20.500000,1.0910709922383546,0200,47.687823,-122.258931
62,1618462700.75,0.11199951171875,9.373476008844591,17508,-0.2413013698630137,0.2430117,4,2021-04-15 04:58:20.750000,1.112286261531878,0200,47.687823,-122.258931
63,1618462701.0,0.113525390625,9.41044683513121,17477,-0.2413013698630137,0.27290328,3,2021-04-15 04:58:21,1.1274400253129664,0200,47.687823,-122.258931
64,1618462701.25,0.1141357421875,9.429557371706835,17461,-0.2413013698630137,0.25693068,7,2021-04-15 04:58:21.250000,1.1335015308254017,0200,47.687823,-122.258931
65,1618462701.5,0.11383056640625,9.463048170302272,17433,-0.2413013698630137,0.23890446,5,2021-04-15 04:58:21.500000,1.130470778069184,0200,47.687823,-122.258931
66,1618462701.75,0.11322021484375,9.49420089454918,17407,-0.2413013698630137,0.23319996,7,2021-04-15 04:58:21.750000,1.1244092725567487,0200,47.687823,-122.258931
67,1618462702.0,0.11444091796875,9.521802657238311,17384,-0.2413013698630137,0.27883596,6,2021-04-15 04:58:22,1.1365322835816192,0200,47.687823,-122.258931
68,1618462702.25,0.11505126953125,9.533816216215712,17374,-0.2413013698630137,0.25875612,2,2021-04-15 04:58:22.250000,1.1425937890940545,0200,47.687823,-122.258931
69,1618462702.5,0.11566162109375,9.554257096203685,17357,-0.2413013698630137,0.24278352,7,2021-04-15 04:58:22.500000,1.1486552946064899,0200,47.687823,-122.258931
70,1618462702.75,0.11505126953125,9.572311844311798,17342,-0.2413013698630137,0.26742696,7,2021-04-15 04:58:22.750000,1.1425937890940545,0200,47.687823,-122.258931
71,1618462703.0,0.11474609375,9.589178770403691,17328,-0.2413013698630137,0.27450054,4,2021-04-15 04:58:23,1.1395630363378368,0200,47.687823,-122.258931
72,1618462703.25,0.10986328125,9.603648319356068,17316,-0.2413013698630137,0.24825984,2,2021-04-15 04:58:23.250000,1.0910709922383546,0200,47.687823,-122.258931
73,1618462703.5,0.10009765625,9.609680621593384,17311,-0.2413013698630137,0.21950916,3,2021-04-15 04:58:23.500000,0.9940869040393897,0200,47.687823,-122.258931
74,1618462703.75,0.08575439453125,9.620543697488756,17302,-0.2413013698630137,0.2555616,3,2021-04-15 04:58:23.750000,0.85164152449716,0200,47.687823,-122.258931
75,1618462704.0,0.0750732421875,9.630205093047266,17294,-0.2413013698630137,0.22087824,9,2021-04-15 04:58:24,0.7455651780295423,0200,47.687823,-122.258931
76,1618462704.25,0.06866455078125,9.641080163562037,17285,-0.2413013698630137,0.23707902,13,2021-04-15 04:58:24.250000,0.6819193701489715,0200,47.687823,-122.258931
77,1618462704.5,0.06378173828125,9.648333743621322,17279,-0.22273972602739725,0.24917256,13,2021-04-15 04:58:24.500000,0.6334273260494891,0200,47.687823,-122.258931
78,1618462704.75,0.05523681640625,9.66648007470269,17264,-0.2413013698630137,0.26195064,12,2021-04-15 04:58:24.750000,0.5485662488753948,0200,47.687823,-122.258931
79,1618462705.0,0.0518798828125,9.693126744181086,17242,-0.2413013698630137,0.23981718,11,2021-04-15 04:58:25,0.5152279685570007,0200,47.687823,-122.258931
80,1618462705.25,0.0531005859375,9.74531928498601,17199,-0.2413013698630137,0.23434086,15,2021-04-15 04:58:25.250000,0.5273509795818714,0200,47.687823,-122.258931
81,1618462705.5,0.05462646484375,9.801315638527228,17153,-0.2413013698630137,0.24438078,8,2021-04-15 04:58:25.500000,0.5425047433629596,0200,47.687823,-122.258931
82,1618462705.75,0.0543212890625,9.83304039680769,17127,-0.2413013698630137,0.2692524,13,2021-04-15 04:58:25.750000,0.539473990606742,0200,47.687823,-122.258931
83,1618462706.0,0.0543212890625,9.908910511869294,17065,-0.2413013698630137,0.25122618,5,2021-04-15 04:58:26,0.539473990606742,0200,47.687823,-122.258931
84,1618462706.25,0.0537109375,9.98385963214713,17004,-0.2413013698630137,0.2133483,4,2021-04-15 04:58:26.250000,0.5334124850943066,0200,47.687823,-122.258931
85,1618462706.5,0.0531005859375,10.055403308625216,16946,-0.2413013698630137,0.22544184,6,2021-04-15 04:58:26.500000,0.5273509795818714,0200,47.687823,-122.258931
86,1618462706.75,0.0531005859375,10.086325962057515,16921,-0.2413013698630137,0.23091816,2,2021-04-15 04:58:26.750000,0.5273509795818714,0200,47.687823,-122.258931
87,1618462707.0,0.0555419921875,10.140874659326585,16877,-0.2413013698630137,0.24780348,4,2021-04-15 04:58:27,0.5515970016316125,0200,47.687823,-122.258931
88,1618462707.25,0.0567626953125,10.183135437488147,16843,-0.2413013698630137,0.25647432,6,2021-04-15 04:58:27.250000,0.5637200126564832,0200,47.687823,-122.258931
89,1618462707.5,0.05615234375,10.2205040056769,16813,-0.2413013698630137,0.26560152,6,2021-04-15 04:58:27.500000,0.5576585071440479,0200,47.687823,-122.258931
90,1618462707.75,0.057373046875,10.237968308256939,16799,-0.2413013698630137,0.2304618,6,2021-04-15 04:58:27.750000,0.5697815181689184,0200,47.687823,-122.258931
91,1618462708.0,0.05828857421875,10.26544526679254,16777,-0.2413013698630137,0.22818,2,2021-04-15 04:58:28,0.5788737764375714,0200,47.687823,-122.258931
92,1618462708.25,0.05950927734375,10.276697507124368,16768,-0.2413013698630137,0.24392442,8,2021-04-15 04:58:28.250000,0.590996787462442,0200,47.687823,-122.258931
93,1618462708.5,0.059814453125,10.267945178638968,16775,-0.2413013698630137,0.2658297,8,2021-04-15 04:58:28.500000,0.5940275402186597,0200,47.687823,-122.258931
94,1618462708.75,0.06072998046875,10.260446447126583,16781,-0.2413013698630137,0.31283478,8,2021-04-15 04:58:28.750000,0.6031197984873127,0200,47.687823,-122.258931
95,1618462709.0,0.06134033203125,10.262945689650053,16779,-0.2413013698630137,0.24962892,7,2021-04-15 04:58:29,0.6091813039997479,0200,47.687823,-122.258931
96,1618462709.25,0.0616455078125,10.280449761410182,16765,-0.2413013698630137,0.24095808,3,2021-04-15 04:58:29.250000,0.6122120567559656,0200,47.687823,-122.258931
97,1618462709.5,0.06195068359375,10.305484078736356,16745,-0.2413013698630137,0.2555616,3,2021-04-15 04:58:29.500000,0.6152428095121832,0200,47.687823,-122.258931
98,1618462709.75,0.0616455078125,10.328043695794634,16727,-0.2413013698630137,0.24894438,4,2021-04-15 04:58:29.750000,0.6122120567559656,0200,47.687823,-122.258931
99,1618462710.0,0.0616455078125,10.338078946391477,16719,-0.2413013698630137,0.25533342,1,2021-04-15 04:58:30,0.6122120567559656,0200,47.687823,-122.258931
100,1618462710.25,0.06134033203125,10.354397737453269,16706,-0.2413013698630137,0.24209898,3,2021-04-15 04:58:30.250000,0.6091813039997479,0200,47.687823,-122.258931
101,1618462710.5,0.0616455078125,10.366960362535679,16696,-0.2413013698630137,0.25578978,3,2021-04-15 04:58:30.500000,0.6122120567559656,0200,47.687823,-122.258931
102,1618462710.75,0.0616455078125,10.378273953283895,16687,-0.2413013698630137,0.296634,3,2021-04-15 04:58:30.750000,0.6122120567559656,0200,47.687823,-122.258931
