8/26/2016,19:4:0,5481,5481
8/26/2016,19:4:2,5504,5481
8/26/2016,19:4:0,5481,5481
8/26/2016,19:4:0,5482,5482
8/26/2016,19:4:2,5505,5481
8/26/2016,19:4:4,5505,5481
8/26/2016,19:4:6,5505,5481
8/26/2016,19:4:8,5506,5481
8/26/2016,19:4:10,5506,5481
8/26/2016,19:4:12,5506,5481
8/26/2016,19:4:14,5506,5481
8/26/2016,19:4:17,5507,5481
8/26/2016,22:41:52,5481,5481
8/26/2016,22:41:54,5236,5481
8/26/2016,22:41:56,5233,5481
8/26/2016,22:41:58,5233,5481
8/26/2016,22:42:0,5238,5481
8/26/2016,22:42:2,5278,5481
8/26/2016,22:42:4,7110,5481
8/26/2016,22:42:6,10791,5481
8/26/2016,22:42:8,13441,5481
8/26/2016,22:42:10,15111,5481
8/26/2016,22:42:12,16151,5481
8/26/2016,22:42:14,16698,5481
8/26/2016,22:42:16,17008,5481
8/26/2016,22:42:18,17162,5481
8/26/2016,22:42:20,17250,5481
8/26/2016,22:42:22,17300,5481
8/26/2016,22:42:24,17330,5481
8/26/2016,22:42:26,17347,5481
8/26/2016,22:42:28,17356,5481
8/26/2016,22:42:30,17362,5481
8/26/2016,22:42:32,17365,5481
8/26/2016,22:42:34,17368,5481
8/26/2016,22:42:37,17369,5481
8/26/2016,22:42:39,17371,5481
8/26/2016,22:42:41,17372,5481
8/26/2016,22:42:43,17373,5481
8/26/2016,22:42:45,17374,5481
8/26/2016,22:42:47,17374,5481
8/26/2016,22:42:49,17375,5481
8/26/2016,22:42:51,17375,5481
8/26/2016,22:42:53,17376,5481
8/26/2016,22:42:55,17376,5481
8/26/2016,22:42:57,17377,5481
8/26/2016,22:42:59,17378,5481
8/26/2016,22:43:1,17379,5481
8/26/2016,22:43:3,17379,5481
8/26/2016,22:43:5,17380,5481
8/26/2016,22:43:7,17380,5481
8/26/2016,22:43:9,17381,5481
8/26/2016,22:43:11,17382,5481
8/26/2016,22:43:13,17383,5481
8/26/2016,22:43:15,17383,5481
8/26/2016,22:43:17,17384,5481
8/26/2016,22:43:19,17384,5481
8/26/2016,22:43:21,17385,5481
8/26/2016,22:43:23,17386,5481
8/26/2016,22:43:25,17386,5481
8/26/2016,22:43:27,17387,5481
8/26/2016,22:43:29,17388,5481
