,time,pressure,topside_temp,topside_temp_ADC,underside_temp,underside_temp_ADC,temp_ref,par,fluor,tilt,datetime
0,0,-4.8675537109375,-273.14998916954266,26878,-273.149989103803,26307,8519,0.0,-10.543933008,177,2020-03-05 20:00:00
1,30,-4.8675537109375,-273.1499891713571,26894,-273.14998910567164,26323,8519,0.0,-10.523012506,177,2020-03-05 20:00:30
2,60,-4.8675537109375,-273.14998917294355,26908,-273.1499891076554,26340,8519,0.0,-10.523012506,177,2020-03-05 20:01:00
3,90,-4.8675537109375,-273.1499891746421,26923,-273.14998910987043,26359,8519,0.0,-10.543933008,177,2020-03-05 20:01:30
4,120,-4.8675537109375,-273.14998917645244,26939,-273.14998911185046,26376,8519,0.0,-10.543933008,177,2020-03-05 20:02:00
5,150,-4.8675537109375,-273.14998917803524,26953,-273.14998911347976,26390,8519,0.0,-10.543933008,177,2020-03-05 20:02:30
6,180,-4.8675537109375,-273.14998917972986,26968,-273.14998911510787,26404,8519,0.0,-10.543933008,177,2020-03-05 20:03:00
7,210,-4.8675537109375,-273.14998918153606,26984,-273.14998911650247,26416,8519,0.0,-10.543933008,177,2020-03-05 20:03:30
8,240,-4.8675537109375,-273.149989183228,26999,-273.1499891180123,26429,8519,0.0,-10.543933008,177,2020-03-05 20:04:00
9,270,-4.8675537109375,-273.1499891849187,27014,-273.1499891196371,26443,8519,0.0,-10.543933008,177,2020-03-05 20:04:30
10,300,-4.8675537109375,-273.1499891866081,27029,-273.14998912184035,26462,8519,0.0,-10.543933008,177,2020-03-05 20:05:00
11,330,-4.8675537109375,-273.1499891882962,27044,-273.14998912357817,26477,8519,0.0,-10.543933008,177,2020-03-05 20:05:30
12,360,-4.8675537109375,-273.1499891900954,27060,-273.149989125199,26491,8519,0.0,-10.543933008,177,2020-03-05 20:06:00
13,390,-4.8675537109375,-273.14998919166857,27074,-273.14998912670296,26504,8519,0.0,-10.543933008,177,2020-03-05 20:06:30
14,420,-4.8675537109375,-273.14998919335284,27089,-273.14998912832147,26518,8519,0.0,-10.543933008,176,2020-03-05 20:07:00
15,450,-4.8675537109375,-273.14998919514795,27105,-273.1499891300543,26533,8519,0.0,-10.543933008,177,2020-03-05 20:07:30
16,480,-4.8675537109375,-273.1499891968296,27120,-273.1499891319012,26549,8519,0.0,-10.543933008,177,2020-03-05 20:08:00
17,510,-4.8675537109375,-273.149989198398,27134,-273.14998913374654,26565,8519,0.0,-10.543933008,177,2020-03-05 20:08:30
18,540,-4.8675537109375,-273.14998920018905,27150,-273.1499891355904,26581,8519,0.0,-10.543933008,177,2020-03-05 20:09:00
