,time,pressure,fr_temp,fr_temp_ADC,sr_temp,sr_temp_ADC,temp_ref,par,fluor,tilt,datetime,depth_m,id,dep_lat,dep_lon
1,10800,1.64398193359375,0.1812235848575483,27538,0.12782380413841565,28406,8508,0.0,0,3,2020-06-01 03:00:00,16.32666509774449,4010,62.2,-174.6795
2,14400,1.63818359375,0.19773289331385513,27515,0.1375858948620703,28392,8508,0.0,0,3,2020-06-01 04:00:00,16.269080795376354,4010,62.2,-174.6795
3,18000,1.64520263671875,0.1955786319198296,27518,0.1340988218937582,28397,8508,0.0,0,3,2020-06-01 05:00:00,16.338788108769357,4010,62.2,-174.6795
4,21600,1.62841796875,0.1955786319198296,27518,0.13688842585128214,28393,8508,0.0,0,3,2020-06-01 06:00:00,16.17209670717739,4010,62.2,-174.6795
5,25200,1.612548828125,0.1991692132260141,27513,0.1389809145236427,28390,8508,0.0,0,3,2020-06-01 07:00:00,16.01449756385407,4010,62.2,-174.6795
6,28800,1.63177490234375,0.20204220268948347,27509,0.1410736481461754,28387,8508,0.0,0,3,2020-06-01 08:00:00,16.20543498749578,4010,62.2,-174.6795
7,32400,1.6552734375,0.18624652731693914,27531,0.1361909840510407,28394,8508,0.0,0,3,2020-06-01 09:00:00,16.43880294972454,4010,62.2,-174.6795
8,36000,1.65863037109375,0.20922671675180027,27499,0.14735331926215167,28378,8508,0.0,0,2,2020-06-01 10:00:00,16.472141230042936,4010,62.2,-174.6795
9,39600,1.65008544921875,0.37745635850041026,27266,0.16620557767180344,28351,8508,0.0,0,3,2020-06-01 11:00:00,16.38728015286884,4010,62.2,-174.6795
10,43200,1.66900634765625,0.24663325739066977,27447,0.24111245428912298,28244,8508,0.0,0,4,2020-06-01 12:00:00,16.575186823754336,4010,62.2,-174.6795
11,46800,1.6717529296875,0.32240740080533214,27342,0.26989843281910453,28203,8508,0.0,0,5,2020-06-01 13:00:00,16.602463598560295,4010,62.2,-174.6795
12,50400,1.66107177734375,0.351359215559512,27302,0.2691957843672981,28204,8508,0.0,0,4,2020-06-01 14:00:00,16.496387252092678,4010,62.2,-174.6795
13,54000,1.64825439453125,0.32240740080533214,27342,0.25725498143083314,28221,8508,0.0,0,4,2020-06-01 15:00:00,16.369095636331537,4010,62.2,-174.6795
14,57600,1.6583251953125,0.3310879786093892,27330,0.25444653873887546,28225,8508,0.0,0,3,2020-06-01 16:00:00,16.46911047728672,4010,62.2,-174.6795
15,61200,1.6290283203125,0.033328779277780995,27745,-0.031103756016818807,28635,8508,0.0,0,4,2020-06-01 17:00:00,16.178158212689823,4010,62.2,-174.6795
16,64800,1.62200927734375,0.11605471681843937,27629,0.04367288875721442,28527,8508,0.0,0,4,2020-06-01 18:00:00,16.108450899296816,4010,62.2,-174.6795
17,68400,1.617431640625,0.11676955573614123,27628,0.03396194604215452,28541,8508,0.0,0,4,2020-06-01 19:00:00,16.06298960795355,4010,62.2,-174.6795
18,72000,1.612548828125,0.2415931562974265,27454,0.15363519690134808,28369,8508,0.0,0,2,2020-06-01 20:00:00,16.01449756385407,4010,62.2,-174.6795
19,75600,1.6204833984375,0.2596001081372492,27429,0.19067331239421037,28316,8508,0.0,0,2,2020-06-01 21:00:00,16.09329713551573,4010,62.2,-174.6795
20,79200,1.6412353515625,0.3593292654886113,27291,0.2656829560308438,28209,8508,0.0,0,1,2020-06-01 22:00:00,16.29938832293853,4010,62.2,-174.6795
21,82800,1.64093017578125,0.3876156359557399,27252,0.3015462102458173,28158,8508,0.0,0,3,2020-06-01 23:00:00,16.296357570182312,4010,62.2,-174.6795
22,86400,1.651611328125,0.38035841495496925,27262,0.3099950807548453,28146,8508,0.0,0,3,2020-06-02 00:00:00,16.40243391664993,4010,62.2,-174.6795
23,90000,1.67144775390625,0.42758355762379097,27197,0.34806444350948595,28092,8508,0.0,0,4,2020-06-02 01:00:00,16.599432845804078,4010,62.2,-174.6795
24,93600,1.6546630859375,0.3825352692188062,27259,0.316334352788715,28137,8508,0.0,0,3,2020-06-02 02:00:00,16.432741444212105,4010,62.2,-174.6795
25,97200,1.656494140625,0.3303644346500505,27331,0.2516385369140153,28229,8508,0.0,0,2,2020-06-02 03:00:00,16.450925960749412,4010,62.2,-174.6795
26,100800,1.63909912109375,0.3310879786093892,27330,0.2713038125236835,28201,8508,0.0,0,3,2020-06-02 04:00:00,16.278173053645006,4010,62.2,-174.6795
27,104400,1.6485595703125,0.2776253880630293,27404,0.1899737694317878,28317,8508,0.0,0,3,2020-06-02 05:00:00,16.372126389087754,4010,62.2,-174.6795
28,108000,1.64703369140625,0.045428242160994614,27728,-0.03248556107081413,28637,8508,0.0,0,2,2020-06-02 06:00:00,16.356972625306664,4010,62.2,-174.6795
29,111600,1.639404296875,0.38616395398275927,27254,0.2404109356445474,28245,8508,0.0,0,3,2020-06-02 07:00:00,16.281203806401223,4010,62.2,-174.6795
30,115200,1.64031982421875,0.267528971185925,27418,0.19067331239421037,28316,8508,0.0,0,2,2020-06-02 08:00:00,16.290296064669874,4010,62.2,-174.6795
31,118800,0.645751953125,0.7617281847694244,26742,0.6929418169790438,27608,8508,0.0,0,7,2020-06-02 09:00:00,6.41307283215655,4010,62.2,-174.6795
32,122400,0.63018798828125,0.772851779245741,26727,0.7080568159516929,27587,8508,0.0,0,6,2020-06-02 10:00:00,6.25850444158945,4010,62.2,-174.6795
33,126000,0.657958984375,0.76024556513579,26744,0.6958198821093333,27604,8508,0.0,0,8,2020-06-02 11:00:00,6.534302942405256,4010,62.2,-174.6795
34,129600,0.68450927734375,0.7380211122949731,26774,0.673526953414239,27635,8508,0.0,0,8,2020-06-02 12:00:00,6.797978432196192,4010,62.2,-174.6795
35,133200,0.65704345703125,0.7283991479603174,26787,0.6649048699672448,27647,8508,0.0,0,6,2020-06-02 13:00:00,6.525210684136604,4010,62.2,-174.6795
36,136800,0.66436767578125,0.7254395922792014,26791,0.662749996949799,27650,8508,0.0,0,7,2020-06-02 14:00:00,6.597948750285827,4010,62.2,-174.6795
37,140400,0.667724609375,0.767659901419222,26734,0.7030170669416407,27594,8508,0.0,0,6,2020-06-02 15:00:00,6.631287030604221,4010,62.2,-174.6795
38,144000,0.6573486328125,0.8189033562083523,26665,0.7549222563274611,27522,8508,0.0,0,4,2020-06-02 16:00:00,6.528241436892821,4010,62.2,-174.6795
39,147600,0.63934326171875,0.8181596407123379,26666,0.7448178067091362,27536,8508,0.0,0,6,2020-06-02 17:00:00,6.34942702427598,4010,62.2,-174.6795
40,151200,0.614013671875,0.8047780835690901,26684,0.740489070602564,27542,8508,0.0,0,7,2020-06-02 18:00:00,6.097874545509915,4010,62.2,-174.6795
41,154800,0.628662109375,0.7943771709167322,26698,0.7217432798848904,27568,8508,0.0,0,5,2020-06-02 19:00:00,6.243350677808362,4010,62.2,-174.6795
42,158400,0.60791015625,0.7669183284771748,26735,0.6994181133699158,27599,8508,0.0,0,6,2020-06-02 20:00:00,6.037259490385561,4010,62.2,-174.6795
43,162000,0.606689453125,0.7698848060612704,26731,0.6994181133699158,27599,8508,0.0,0,6,2020-06-02 21:00:00,6.0251364793606905,4010,62.2,-174.6795
44,165600,0.61859130859375,0.7921491960887579,26701,0.7181405658298559,27573,8508,0.0,0,5,2020-06-02 22:00:00,6.143335836853179,4010,62.2,-174.6795
45,169200,0.63323974609375,0.8151850900594013,26670,0.7376038269419496,27546,8508,0.0,0,6,2020-06-02 23:00:00,6.288811969151626,4010,62.2,-174.6795
46,172800,0.635986328125,0.7669183284771748,26735,0.6965394705898689,27603,8508,0.0,0,7,2020-06-03 00:00:00,6.316088743957586,4010,62.2,-174.6795
47,176400,0.66314697265625,0.8099808246600446,26677,0.7325557673399317,27553,8508,0.0,0,7,2020-06-03 01:00:00,6.585825739260956,4010,62.2,-174.6795
48,180000,0.65185546875,1.028377816119189,26385,0.9538352014586735,27248,8508,0.0,0,9,2020-06-03 02:00:00,6.473687887280903,4010,62.2,-174.6795
49,183600,0.68084716796875,0.6766780194789135,26857,0.6096783082762727,27724,8508,0.0,0,6,2020-06-03 03:00:00,6.76160939912158,4010,62.2,-174.6795
50,187200,0.66070556640625,0.687748439817085,26842,0.6204233909710979,27709,8508,0.0,0,4,2020-06-03 04:00:00,6.561579717211215,4010,62.2,-174.6795
51,190800,0.6805419921875,0.7003032680231058,26825,0.631891918003987,27693,8508,0.0,0,7,2020-06-03 05:00:00,6.758578646365363,4010,62.2,-174.6795
52,194400,0.66314697265625,0.6663518527693668,26871,0.6003711119564059,27737,8508,0.0,0,7,2020-06-03 06:00:00,6.585825739260956,4010,62.2,-174.6795
53,198000,0.6475830078125,0.7335795577458839,26780,0.6555689572496135,27660,8508,0.0,0,7,2020-06-03 07:00:00,6.4312573486938565,4010,62.2,-174.6795
54,201600,0.65765380859375,0.8509126120459314,26622,0.7758710301182532,27493,8508,0.0,0,5,2020-06-03 08:00:00,6.531272189649039,4010,62.2,-174.6795
55,205200,0.66070556640625,0.824854201355663,26657,0.7643100600843127,27509,8508,0.0,0,8,2020-06-03 09:00:00,6.561579717211215,4010,62.2,-174.6795
56,208800,0.64483642578125,0.7424637781446108,26768,0.6756831224178086,27632,8508,0.0,0,5,2020-06-03 10:00:00,6.403980573887897,4010,62.2,-174.6795
57,212400,0.665283203125,0.7187823951889527,26800,0.6570049350563636,27658,8508,0.0,0,6,2020-06-03 11:00:00,6.60704100855448,4010,62.2,-174.6795
58,216000,0.66375732421875,0.7402423062741832,26771,0.673526953414239,27635,8508,0.0,0,7,2020-06-03 12:00:00,6.591887244773392,4010,62.2,-174.6795
59,219600,0.65521240234375,0.984783509261888,26443,0.9232014429256878,27290,8508,0.0,0,7,2020-06-03 13:00:00,6.507026167599298,4010,62.2,-174.6795
60,223200,0.677490234375,0.8732788524799844,26592,0.801186661945053,27458,8508,0.0,0,7,2020-06-03 14:00:00,6.728271118803186,4010,62.2,-174.6795
61,226800,0.66009521484375,0.8568741904879857,26614,0.7961206763686164,27465,8508,0.0,0,5,2020-06-03 15:00:00,6.55551821169878,4010,62.2,-174.6795
62,230400,0.67474365234375,0.9480369473052974,26492,0.8766217376870031,27354,8508,0.0,0,8,2020-06-03 16:00:00,6.700994343997227,4010,62.2,-174.6795
63,234000,0.64483642578125,0.6818433564570796,26850,0.6240065173606126,27704,8508,0.0,0,5,2020-06-03 17:00:00,6.403980573887897,4010,62.2,-174.6795
64,237600,0.6396484375,1.3748915474391765,25929,1.283144687636991,26801,8508,0.0,0,6,2020-06-03 18:00:00,6.352457777032197,4010,62.2,-174.6795
65,241200,0.633544921875,0.6214292562561354,26932,0.5624763404723581,27790,8508,0.0,0,6,2020-06-03 19:00:00,6.2918427219078445,4010,62.2,-174.6795
66,244800,0.60699462890625,0.6870101969599887,26843,0.6125430337684747,27720,8508,0.0,0,6,2020-06-03 20:00:00,6.028167232116909,4010,62.2,-174.6795
67,248400,0.6219482421875,0.8598557299877712,26610,0.7802083158700839,27487,8508,0.0,0,5,2020-06-03 21:00:00,6.176674117171573,4010,62.2,-174.6795
68,252000,0.60211181640625,0.5311920487403086,27055,0.46986494256310607,27920,8508,0.0,0,4,2020-06-03 22:00:00,5.979675188017426,4010,62.2,-174.6795
69,255600,0.61492919921875,1.0208539276545139,26395,0.9093604708680232,27309,8508,0.0,0,6,2020-06-03 23:00:00,6.106966803778567,4010,62.2,-174.6795
70,259200,0.62744140625,1.1985120743511288,26160,1.1291578035840644,27009,8508,0.0,0,6,2020-06-04 00:00:00,6.231227666783491,4010,62.2,-174.6795
71,262800,0.6396484375,1.0750970999768583,26323,0.999884076420642,27185,8508,0.0,0,5,2020-06-04 01:00:00,6.352457777032197,4010,62.2,-174.6795
72,266400,0.6646728515625,0.9128614743425487,26539,0.8468450265011143,27395,8508,0.0,0,7,2020-06-04 02:00:00,6.600979503042045,4010,62.2,-174.6795
73,270000,0.6781005859375,0.8747709366660956,26590,0.8091503882206439,27447,8508,0.0,0,6,2020-06-04 03:00:00,6.734332624315622,4010,62.2,-174.6795
74,273600,0.66253662109375,0.7032586360929258,26821,0.6641865501778739,27648,8508,0.0,0,6,2020-06-04 04:00:00,6.579764233748521,4010,62.2,-174.6795
75,277200,0.67291259765625,1.069061905496369,26331,1.0042758494269037,27179,8508,0.0,0,5,2020-06-04 05:00:00,6.682809827459922,4010,62.2,-174.6795
76,280800,0.6610107421875,0.9757773262113574,26455,0.9290324152967173,27282,8508,0.0,0,5,2020-06-04 06:00:00,6.564610469967433,4010,62.2,-174.6795
77,284400,0.6591796875,1.3725896751258801,25932,1.2920689177184954,26789,8508,0.0,0,5,2020-06-04 07:00:00,6.546425953430127,4010,62.2,-174.6795
78,288000,0.65338134765625,1.3764262942038386,25927,1.283144687636991,26801,8508,0.0,0,4,2020-06-04 08:00:00,6.488841651061992,4010,62.2,-174.6795
79,291600,0.6524658203125,1.175733302988192,26190,1.1225245965445652,27018,8508,0.0,0,5,2020-06-04 09:00:00,6.479749392793338,4010,62.2,-174.6795
80,295200,0.6524658203125,0.9577786351723603,26479,0.9108169127561041,27307,8508,0.0,0,5,2020-06-04 10:00:00,6.479749392793338,4010,62.2,-174.6795
81,298800,0.645751953125,1.072079246790338,26327,1.0159924981467157,27163,8508,0.0,0,7,2020-06-04 11:00:00,6.41307283215655,4010,62.2,-174.6795
82,302400,0.6573486328125,1.4594995114033509,25819,1.359142173105738,26699,8508,0.0,0,5,2020-06-04 12:00:00,6.528241436892821,4010,62.2,-174.6795
83,306000,0.65277099609375,1.4333050464919666,25853,1.3300463800622992,26738,8508,0.0,0,6,2020-06-04 13:00:00,6.482780145549556,4010,62.2,-174.6795
84,309600,0.66009521484375,1.029130380065908,26384,1.0101332181604334,27171,8508,0.0,0,7,2020-06-04 14:00:00,6.55551821169878,4010,62.2,-174.6795
85,313200,0.6536865234375,1.0683076501367168,26332,1.0313822102284007,27142,8508,0.0,0,5,2020-06-04 15:00:00,6.491872403818209,4010,62.2,-174.6795
86,316800,0.6561279296875,0.9900392235383606,26436,0.9764794119687963,27217,8508,0.0,0,7,2020-06-04 16:00:00,6.51611842586795,4010,62.2,-174.6795
87,320400,0.6512451171875,0.9495353210894564,26490,0.9341360704465842,27275,8508,0.0,0,8,2020-06-04 17:00:00,6.467626381768468,4010,62.2,-174.6795
88,324000,0.6439208984375,1.196232885026518,26163,1.132106681826997,27005,8508,0.0,0,6,2020-06-04 18:00:00,6.394888315619244,4010,62.2,-174.6795
89,327600,0.62774658203125,1.2861016961059022,26045,1.2267271920874236,26877,8508,0.0,0,6,2020-06-04 19:00:00,6.234258419539709,4010,62.2,-174.6795
90,331200,0.60211181640625,1.4056116260618978,25889,1.3442153745002088,26719,8508,0.0,0,7,2020-06-04 20:00:00,5.979675188017426,4010,62.2,-174.6795
91,334800,0.58837890625,1.364918914426653,25942,1.2876062490611844,26795,8508,0.0,0,4,2020-06-04 21:00:00,5.843291313987632,4010,62.2,-174.6795
92,338400,0.59051513671875,1.3105512766580318,26013,1.2771976605280884,26809,8508,0.0,0,7,2020-06-04 22:00:00,5.864506583281155,4010,62.2,-174.6795
